Origin,Qwen72B_High_Relevance,question_options,data_source_corr_x,Correct answer
ID0327,"4. An active individual, he runs two miles five times per week and works as an accountant.","Which of the following best describes the ventilation-perfusion (V/Q) ratio at the lung apex while this patient is running two miles?

A. V/Q = 0.5  
B. V/Q = 4  
C. V/Q = 1  
D. V/Q = 2  
E. V/Q = 3  
F. V/Q = 1.5  
G. V/Q = 0  
H. V/Q = 0.3  
I. V/Q = 1.2  
J. V/Q = 0.8",medxpert,C
ID0328,"2. Her best-corrected visual acuity (BCVA) was 20/30 + 2 OD and 20/20 OS. 8. However, unnoticed by the patient, her BCVA had worsened to 20/200 OD and 20/40 OS. 9. An examination demonstrated new subretinal fluid in the macula in the right eye (Figure 1A). 10. Fluorescein angiography showed peripapillary speckled pinpoint areas of hyperfluorescence in the right eye. 11. Indocyanine green showed early choroidal vessel hyperfluorescence and several posterior focal hypofluorescent spots in the midphase in both eyes. 12. Autofluorescence showed patchy hyperautofluorescence in both eyes. 18. A, Optical coherence tomography of the right eye demonstrates posterior vitreous cells (white arrowheads), subretinal fluid, and choroidal corrugation (yellow arrowheads). 19. B, Fundus photograph of the right eye demonstrates multifocal, demarcated exudative retinal detachments, including in the macula. 20. Similar findings were present in the left eye.","What Would You Do Next?

A: Initiate immunosuppressive therapy  
B: Monitor for resolution of subretinal fluid  
C: Retinal detachment repair with vitrectomy and/or scleral buckle  
D: Surgery to create scleral windows",jama,A
ID0330,"1. A 67-year-old man presents with a recurrent episode of syncope. 2. He states that this has happened to him multiple times, particularly when he changes body position from sitting to standing, exerts himself, or turns his head quickly. 3. He says that he notes numbness, vertigo, and sometimes even trouble with speaking immediately prior to fainting. 9. However, when he is asked to stand up and start walking, he experiences the same numbness and tingling and feels like he may faint.","Which of the following is the most likely diagnosis?

A. Vagal event  
B. Seizure  
C. Blood vessel narrowing  
D. Stroke",medbullets,C
ID0332,8. The examination of the cornea of each eye was significant for punctate keratitis in the epithelial and subepithelial layers that stained lightly with fluorescein (Figure). 10. The ophthalmoscopic examination was unremarkable.RetCam photograph demonstrating punctate keratitis in the epithelial and subepithelial layers of the cornea.,"What Would You Do Next?

A: Schedule an electroretinogram  
B: Perform corneal cultures  
C: Start topical steroids and cyclosporine A eyedrops  
D: Observe",jama,C
ID0334,"3. Initial evaluation was unremarkable except for new abnormalities in hepatic laboratory results (alanine aminotransferase, 217 U/L (3.6 μkat/L); aspartate aminotransferase, 149 U/L (2.5  μkat/L); alkaline phosphatase, 610 U/L (10.2 μkat/L); total bilirubin, 2.2 mg/dL (37.6 μmol/L); and albumin, 3.1 g/dL). 6. Test results for hepatitis A, B, and C were negative, as were results for anti–smooth muscle and antimitochondrial antibodies. 7. Results of a serum antinuclear antibody test were positive, with a titer of 1:640. 8. Liver biopsy demonstrated moderately active interface and lobular hepatitis with plasma cells and periportal cholestasis, findings suggestive of autoimmune hepatitis. 9. The patient was started on prednisone and azathioprine.","What Would You Do Next?

A: Stop atorvastatin secondary to statin-associated hepatitis  
B: Continue prednisone and azathioprine for autoimmune hepatitis  
C: Check a rapid plasma reagin (RPR) test  
D: Biopsy the skin lesions",jama,C
ID0336,"1. A 41-year-old woman presents with right hip pain that began a week ago after making an unusual step, resulting in immediate dull pain in the right hip. 3. The pain worsens when stretching her right quadriceps and is partially alleviated by NSAIDs. 4. Physical examination reveals a slight reduction in hip extension range of motion, with 5/5 strength bilaterally in both lower extremities. 5. A discrete, non-radiating tender point is identified just medial to the right anterior superior iliac spine.","Which of the following describes the most appropriate treatment setup for addressing this somatic dysfunction?

A. Knees and hip flexion with slight adduction  
B. Knees and hip flexion with minimal rotation towards  
C. Lumbar extension, sidebending and rotation towards  
D. Lumbar extension, sidebending and rotation away  
E. Knees and hip flexion and marked rotation away  
F. Lumbar flexion, sidebending and rotation towards  
G. Knees and hip flexion and marked rotation towards  
H. Lumbar flexion, sidebending away and rotation towards  
I. Knees and hip flexion with marked rotation away and slight extension  
J. Knees and hip extension with slight abduction",medxpert,E
ID0337,"3. Subsequent ophthalmic examination revealed mild anterior and posterior inflammation, raising suspicion for panuveitis. 5. However, a right upper lobe lung mass noted on the chest radiograph proved to be T2N2M0 stage III non–small-cell lung cancer on biopsy. 6. On presentation to us, the patient’s visual acuity was 20/150 OD and 20/200 OS, but improved to 20/70 OU with pinhole. 7. He was pseudophakic with bilateral mild anterior chamber inflammation, moderate vitreous haze, and inferior vitreous condensations. 8. The posterior pole demonstrated bilateral diffuse retinal pigment epithelial alterations with a prominent leopard spot pattern and focal choroidal pigmented lesions. 9. Macular subretinal fluid tracked to the inferior periphery in both eyes (Figure 1A). 10. Optical coherence tomography confirmed bilateral subretinal fluid and retinal pigment epithelial irregularity (Figure 1B); nummular hypoautofluorescent lesions were interspersed within areas of hyperautofluorescence on autofluorescence imaging. 11. The optic disc and peripheral vasculature leaked on fluorescein angiography. 12. B-scan ultrasonography also showed diffuse choroidal thickening with focal choroidal thickening consistent with the pigmented choroidal lesions. 14. A, Optos photograph of the left eye demonstrating diffuse retinal pigment epithelial alterations in a leopard spot pattern (white arrowhead) and focal choroidal pigmented lesions, as well as subretinal fluid that tracks to the inferior periphery. 15. B, Optical coherence tomography (OCT) of the macula of the left eye demonstrating subretinal fluid (asterisk) with areas of retinal pigment epithelium loss (yellow arrowhead) and irregular thickening (white arrowhead).","What Would You Do Next?

A: Choroidal biopsy of the right eye lesion  
B: Pars plana vitrectomy with drainage of subretinal fluid  
C: Refer for serial plasmapheresis  
D: Bilateral external-beam radiotherapy",jama,C
ID0339,1. A 19-year-old college student comes to the physician because of vaginal irritation and pain with urination for 5 days.   3. She has been sexually active with two partners over the past year; she uses condoms for contraception.   6. Pelvic examination shows erythema of the vulva and vagina and a thick white vaginal discharge.   7. The pH of the discharge is 4.,"Which of the following is the most likely cause of these findings?

A. Bacterial vaginosis

B. Candidiasis

C. Chlamydia trachomatis infection

D. Escherichia coli infection",mmlu,B
ID0345,"2. On physical examination, the patient had normal vital signs, mild diffuse abdominal tenderness without rebound or guarding, and bluish pigmentation along his gingival margin (Figure, panel A). 4. Hemoglobin level was 8.7 g/dL with a normal mean corpuscular volume, and ferritin level was 637.9 ng/mL (reference range, 39.9-465 ng/mL). 6. A peripheral blood smear demonstrated small, bluish-purple punctate inclusions in erythrocytes (Figure, panel B).","What Would You Do Next?

A: Check blood lead concentration  
B: Order anti-neutrophil cytoplasmic antibody (ANCA) level  
C: Perform flow cytometry  
D: Perform urine test for porphobilinogen",jama,A
ID0349,"1. A 23-year-old male presents to the emergency department with acute testicular pain that began 15 minutes prior and has not subsided. 4. Physical examination reveals a non-tender abdomen, a right testicle positioned higher than the left in a horizontal orientation, and an absent cremasteric reflex upon stroking the medial thigh.","What is the most appropriate treatment for this patient?

A. Observation with serial ultrasounds  
B. Testicular aspiration  
C. Bilateral surgical procedure  
D. Antibiotic therapy and scrotal elevation  
E. Percutaneous drainage of the testicle  
F. Manual detorsion  
G. Transcutaneous Doppler-guided intervention  
H. Unilateral orchiectomy  
I. Administration of analgesics and anti-inflammatory medication  
J. Surgical debridement",medxpert,C
ID0352,"1. A 43-year-old African American man presented with a nontender, self-palpated mass in his left breast. 6. His left nipple was retracted. 7. At the 2-o’clock position of the left breast, 3 cm from the nipple, there was a 3.5 × 3.0–cm firm mass. 8. The right breast was normal without masses, and there was no palpable axillary lymphadenopathy. 9. He underwent a bilateral diagnostic mammogram, which showed a partially obscured mass in the left upper outer quadrant with linear extension to the nipple (Figure, left panel). 10. Targeted ultrasound showed a 2.0 × 1.6 × 1.6–cm irregular hypoechoic mass (Figure, right panel).","What Would You Do Next?

A: Perform percutaneous biopsy of the mass  
B: Excise the mass  
C: Order breast magnetic resonance imaging (MRI)  
D: Send hormonal evaluation for gynecomastia",jama,A
ID0353,"1. An 8-year-old boy is brought to the clinic by his parents due to concerns about his hearing, as he has not been responding well when called.   4. His family history is significant for two maternal uncles with deafness in their 30s, one of whom also has kidney disease and is on dialysis.   6. In the office, he appears well but fails the whisper test.   7. An audiogram confirms bilateral sensorineural hearing loss.   8. Urinalysis reveals hematuria (++), confirmed by microscopy with 4–10 RBCs per high-power field.","Which of the following statements is most accurate regarding this condition?

A. Eye involvement with cataract and anterior lenticonus happen in the majority of patients  
B. Males and females are equally affected with similar disease progression  
C. Early cochlear implantation prevents progression of hearing loss  
D. Treatment with ACE inhibitors should be delayed until significant proteinuria develops  
E. The condition shows autosomal dominant inheritance pattern  
F. Renal transplantation is contraindicated due to high recurrence rates  
G. The disease typically presents with isolated hearing loss without renal manifestations  
H. The renal biopsy indicated in all patients with hematuria and proteinuria; glomerular fibrosis with thick membranes and later in the disease tubular atrophy and foam cells develop.  
I. Genetic testing for COL4A5 mutations is not necessary as the diagnosis can be made clinically  
J. Proteinuria generally develops soon in the course of the disease, before ten years of age in most cases with this syndrome.",medxpert,H
