Origin,question_options,answer_corr,data_source_corr,New_Sentences
ID1656,"Which of the following conditions shares the same pattern of inheritance as this patient's disorder?

A. Angelman syndrome  
B. Turner syndrome  
C. Beckwith-Wiedemann syndrome  
D. Klinefelter syndrome  
E. Prader-Willi syndrome  
F. Alpha-1-antitrypsin deficiency  
G. Cystic fibrosis  
H. Hemophilia A  
I. DiGeorge syndrome  
J. Silver-Russell syndrome",E,medxpert,Physical examination reveals height below the 5th percentile and weight above the 75th percentile.
ID1098,"What Is Your Diagnosis?

A: Intravascular anaplastic large cell lymphoma  
B: Large B-cell lymphoma  
C: Metastatic carcinoma  
D: Natural killer/T-cell lymphoma",A,jama,.
ID1492,"Given this patient's suspected diagnosis, which therapeutic combination would be most appropriate?

A. Aspirin, clopidogrel, beta blockers, and nitrates  
B. Aspirin and beta blockers  
C. Aspirin and clopidogrel  
D. Beta blockers, nitrates, and aspirin  
E. Statins and beta blockers  
F. Calcium channel blockers and nitrates  
G. Low molecular weight heparin and nitrates  
H. ACE inhibitors and aspirin  
I. Nitrates only  
J. Coronary stenting with dual antiplatelet therapy",F,medxpert,
ID0150,"What Is Your Diagnosis?

A: Giant cell arteritis  
B: Anti–transfer RNA synthetase myositis  
C: Immunoglobulin G4–related disease  
D: Myasthenia gravis",A,jama,.
ID0655,"Which of the following is the most likely underlying cause of this patient’s infection?

A. Cross-reactivity between different strains of Plasmodium  
B. Unprotected intercourse with a new partner  
C. Incorrect dosing of chloroquine prophylaxis  
D. Release of dormant hypnozoites from hepatocytes  
E. Infection with parasites resistant to chloroquine  
F. Mixed infection with multiple Plasmodium species  
G. Inadequate duration of chemoprophylaxis  
H. Reactivation of latent merozoites in the bloodstream  
I. Mosquito bites after returning to the United States  
J. Inadequate absorption of chloroquine due to gastrointestinal illness",E,medxpert,
ID0627,"What is the most appropriate next step in management?

A. Repeat esophagogastroduodenoscopy  
B. Stool guaiac testing  
C. Endoscopic hemostasis  
D. Colonoscopy  
E. Empiric proton pump inhibitor therapy  
F. Laparotomy  
G. Capsule endoscopy  
H. Exploratory laparoscopy  
I. Tagged red blood cell scan  
J. Angiography",J,medxpert,| Cl- | 101 mEq/L |
ID0626,"Which food item is most commonly associated with the condition causing these symptoms?

A. Fish  
B. Pasta salad  
C. Raw oysters  
D. Egg salad  
E. Soft cheese  
F. Refried rice  
G. Fresh fruit salad  
H. Undercooked steak  
I. Grilled chicken  
J. Canned tuna",D,medxpert,
ID1757,"What is the most appropriate next step in her management?

A. Discontinue the rivaroxaban if a chest CT scan shows resolution of the pulmonary embolism  
B. Perform a D-dimer test to guide the decision on whether to continue anticoagulation  
C. Continue rivaroxaban indefinitely due to the risk of recurrent pulmonary embolism  
D. Discontinue rivaroxaban and start low-dose aspirin for secondary prevention  
E. Switch to aspirin for long-term prevention of recurrent venous thromboembolism  
F. Transition to warfarin for long-term anticoagulation management  
G. Reduce the rivaroxaban dose to 10 mg daily for extended anticoagulation  
H. Continue the rivaroxaban at the current dose for a total of 6 months of anticoagulation  
I. Perform a thrombophilia workup before discontinuing rivaroxaban  
J. Discontinue the rivaroxaban without further testing",J,medxpert,"She was subsequently transitioned to rivaroxaban at a dose of 15 mg twice daily for 21 days, followed by 20 mg daily"
ID0723,"What Would You Do Next?

A: Electroretinogram  
B: Genetic testing  
C: Observation  
D: Muscle biopsy",B,jama,.
ID1147,"Which additional finding would most likely be present in this patient?

A. Elevated oligoclonal bands in cerebrospinal fluid  
B. Elevated creatine kinase levels  
C. Anti-ganglioside antibodies in serum  
D. Abnormal nerve root potentials on EMG  
E. Pleocytosis on cerebrospinal fluid analysis  
F. Positive titers on a rapid plasma reagin test  
G. Demyelinating lesions on brain MRI  
H. Positive anti-acetylcholine receptor antibodies  
I. Anterior nerve root enhancement on spinal MRI  
J. Decreased peripheral nerve conduction velocity on an electrophysiological examination",E,medxpert,
ID0345,"What Would You Do Next?

A: Check blood lead concentration  
B: Order anti-neutrophil cytoplasmic antibody (ANCA) level  
C: Perform flow cytometry  
D: Perform urine test for porphobilinogen",A,jama,
ID1766,"Which of the following represents the most concerning risk factor for this patient's condition?

A. Chronic urinary tract infections  
B. Vinyl chloride exposure  
C. Exposure to ionizing radiation  
D. Aromatic amine exposure  
E. *Schistosoma haematobium* infection  
F. Chronic alcohol consumption  
G. Benzene exposure  
H. Long-term NSAID use  
I. Family history of pancreatic cancer  
J. Occupational asbestos exposure",D,medxpert,
ID0003,"Which of the following components is essential for culturing the most likely causative organism?

A. Iron  
B. Urea  
C. Magnesium  
D. Cysteine  
E. Glucose  
F. Nicotinamide  
G. Cholesterol  
H. Hemin  
I. Sulfate  
J. Pyridoxine",G,medxpert,
ID0792,"What is the most appropriate breast cancer screening approach for this patient?

A. Annual mammography beginning immediately  
B. Biopsy of breast tissue  
C. Genetic testing for BRCA mutations  
D. Mammography with tomosynthesis  
E. Sentinel node biopsy  
F. MRI of the breasts  
G. Breast ultrasound  
H. Screening mammography starting at age 50  
I. No intervention indicated at this time  
J. Mammography",I,medxpert,A 39-year-old female patient seeks a general health evaluation at her primary care physician's office after a 20-year absence from medical care
ID1550,"What Would You Do Next?

A: Fluorescein angiography  
B: Serum vascular endothelial growth factor  
C: Repeated lumbar puncture  
D: Start acetazolamide",B,jama,. Electromyography suggested a brachial plexopathy
ID0856,"Which of the following describes the mechanism of the drug most likely prescribed in this case?

A. Inhibitor of purine nucleotide synthesis  
B. Inhibitor of microtubule polymerization  
F. Inhibitor of dihydrofolate reductase  
G. Activator of uric acid metabolism by uricase  
H. Inhibitor of proximal tubule reabsorption  
I. Inhibitor of leukocyte migration  
J. Inhibitor of xanthine oxidase",J,medxpert,
ID1976,"Radiographs will most likely show that his humeral head has dislocated in what direction?

A. Inferior  
B. Posterosuperior  
C. Anterior  
D. Medial  
E. Anteroinferior  
F. Posterior  
G. Posteroinferior  
H. Anterosuperior  
I. Lateral  
J. Superior",A,medxpert,
ID0211,"What is the appropriate positioning and activating force for treating this dysfunction using muscle energy?

A. With the shoulder relaxed and the elbow bent, bring the patient’s forearm into supination to the edge of the restrictive barrier and have them pronate against resistance.  
B. With the shoulder abducted and the elbow bent, bring the patient’s forearm into supination to the edge of the restrictive barrier and have them pronate against resistance.  
C. With the shoulder relaxed and the elbow extended, bring the patient’s forearm into pronation to the edge of the restrictive barrier and have them supinate against resistance.  
D. With the shoulder abducted and the elbow bent, bring the patient’s forearm into pronation to the edge of the restrictive barrier and have them supinate against resistance.  
E. With the shoulder relaxed and the elbow bent, bring the patient’s forearm into neutral position and have them pronate against resistance.  
F. With the shoulder relaxed and the elbow bent, bring the patient’s forearm into supination to the edge of the restrictive barrier and have them supinate against resistance.  
G. With the shoulder relaxed and the elbow extended, bring the patient’s forearm into supination to the edge of the restrictive barrier and have them pronate against resistance.  
H. With the shoulder relaxed and the elbow fully bent, extend the elbow to the edge of the restrictive barrier and have them flex their elbow against resistance.  
I. With the shoulder relaxed and the elbow bent, bring the patient’s forearm into pronation to the edge of the restrictive barrier and have them supinate against resistance.  
J. With the shoulder relaxed and the elbow bent, bring the patient’s forearm into neutral position and have them supinate against resistance.",A,medxpert,"Her medical history includes uterine fibroids, for which she underwent a myomectomy 5 years ago, and menopause last year"
ID1946,"In addition to maintaining a patent airway and administering intravenous fluids, which of the following is the most appropriate next step in management?

A. Obtain an ECG  
B. Administer glucagon  
C. Perform immediate hemodialysis  
D. Begin gastric lavage  
E. Give N-acetylcysteine  
F. Administer N-acetylcysteine  
G. Administer sodium bicarbonate  
H. Start benzodiazepine therapy  
I. Administer activated charcoal  
J. Start physostigmine administration",A,medxpert,
ID0805,"Which type of pulmonary malignancy, arising from this scar, is most likely to develop in this patient?

A. Small round blue cells  
B. Lymphocyte-derived cells  
C. Pleomorphic giant cells  
D. Alveolar macrophage-derived cells  
E. Bronchiolar epithelial cells  
F. Neuroendocrine cells  
G. Squamous tumor cells  
H. Undifferentiated basal cells  
I. Spindle-shaped mesenchymal cells  
J. Glandular tumor cells",J,medxpert,
ID0161,"What Is Your Diagnosis?

A: Orbital compartment syndrome  
B: Ocular motor apraxia  
C: Pituitary apoplexy  
D: Cavernous sinus thrombosis",C,jama,.
ID1409,"What is the most likely diagnosis?

A. C4–C5 ERLSR  
B. C4–C6 FRRSR  
C. C4–C6 NSRRR  
D. C5–C6 ERRSR  
E. C4–C6 NSRRL with somatic dysfunction  
F. C4–C6 ERRSR with compensatory rotation  
G. C4–C6 ERRSR  
H. C4–C6 FSRRR  
I. C5–C6 FSRRL  
J. C4–C6 NSRRL",G,medxpert,A 26-year-old man presents with sharp neck pain that began upon waking this morning
ID1904,"What Would You Do Next?

A: Check plasma HIV-1 RNA level  
B: Order testing for hepatitis E virus IgM antibody  
C: Order testing for anti–smooth muscle antibody  
D: Order testing for hepatitis delta virus (HDV) IgM and IgG antibodies and, if positive, test for HDV RNA",D,jama,
ID0359,"Which of the following genetic disorders is most likely in this patient?

A. Triple X syndrome  
B. Turner syndrome  
C. Marfan syndrome  
D. Fragile X syndrome  
E. Beckwith-Wiedemann syndrome  
F. Prader-Willi syndrome  
G. Klinefelter syndrome  
H. Noonan syndrome  
J. Williams syndrome",A,medxpert,"On physical examination, notable findings include epicanthal folds and joint hyperextensibility."
ID0327,"Which of the following best describes the ventilation-perfusion (V/Q) ratio at the lung apex while this patient is running two miles?

A. V/Q = 0.5  
B. V/Q = 4  
C. V/Q = 1  
D. V/Q = 2  
E. V/Q = 3  
F. V/Q = 1.5  
G. V/Q = 0  
H. V/Q = 0.3  
I. V/Q = 1.2  
J. V/Q = 0.8",C,medxpert,
ID0002,"What Would You Do Next?

A: Perform left upper eyelid ptosis repair  
B: Request single-fiber electromyography  
C: Biopsy the left levator palpebrae superioris  
D: Obtain orbital imaging with intravenous contrast",D,jama,
ID1185,"What Would You Do Next?

A: Check thyrotropin and thyroid receptor autoantibody levels and order orbital imaging  
B: Order acetylcholine receptor antibody level titers  
C: Order urgent computed tomography scan and computed tomography angiography of the brain  
D: Perform urgent lumbar puncture",C,jama,
ID1062,"What is the most appropriate immediate management for this patient?

A. Lateral internal sphincterotomy  
B. Application of topical hydrocortisone  
C. Sclerotherapy injection  
D. Hemorrhoidectomy  
E. Elliptical excision  
F. Fistulotomy  
G. Conservative management with sitz baths  
H. Topical nitroglycerin application  
I. Rubber band ligation  
J. Incision and drainage",E,medxpert,
