Origin,question_options,answer_corr,data_source_corr,New_Sentences
ID0777,"Which of the following symptoms would suggest a severe complication of the patient’s condition?

A. Impaired extraocular eye movements  
B. Unilateral ptosis  
C. Retro-orbital pain  
D. Proptosis with chemosis  
E. Reduced ability to detect odors  
F. Blood-tinged nasal discharge  
G. Diplopia with lateral gaze  
H. Decreased corneal reflex  
I. Altered mental status  
J. Facial numbness in V2 distribution",A,medxpert,She also has a throbbing headache.
ID0045,"Regarding surgical decompression and fixation compared to nonoperative management with bracing, which of the following statements is accurate?

A. Patients treated with surgery return to work earlier.  
B. Bracing is contraindicated in burst fractures with canal stenosis.  
C. All of the above  
D. Patients treated with surgery have increased complication rates.  
E. Surgical treatment provides superior functional outcomes.  
F. Surgery significantly improves canal stenosis compared to bracing.  
G. Surgery significantly reduces pain compared to bracing.  
H. Surgery is required in all cases of burst fractures to prevent long-term deformity.  
I. Surgical decompression is necessary for all ASIA E patients.  
J. Patients treated nonoperatively have higher rates of long-term disability.",D,medxpert,MRI reveals mild vertebral retropulsion with 10% central canal stenosis and no signs of posterior ligament complex injury.
ID0151,"What should be the immediate next step in this patient's care?

A. Begin empiric antibiotics for suspected pneumonia  
B. Administer intravenous furosemide  
C. Initiate intravenous amiodarone therapy  
D. Perform synchronized cardioversion  
E. Intubate and admit to intensive care unit  
G. Give verapamil immediately and admit to floor  
H. Administer intravenous corticosteroids  
I. Administer albuterol nebulizer treatment  
J. Give oxygen immediately",J,medxpert,Multiple attempts with his tiotropium inhaler have been unsuccessful.
ID0843,"Which of the following diagnostic tests is most likely to confirm the cause of this patient’s symptoms?

A. Karyotype analysis  
B. Sleep study  
C. Semen analysis  
D. Abdominal ultrasound  
E. Serum cortisol measurement  
F. MRI of the pituitary  
G. Bone density scan  
H. Genetic testing for Klinefelter syndrome  
I. Dynamic pituitary hormone testing  
J. Testicular ultrasound",B,medxpert,Both testicles measure approximately 10 cc (reference range: 15–25).
ID0229,"What is the most appropriate next step in management?

A. Renal ultrasound  
B. Observation and repeat urinalysis in 24 hours  
C. Trial of empiric antibiotics for presumed urinary tract infection  
D. CT urography with contrast  
E. Magnetic resonance urography  
F. Noncontrast CT scan of abdomen and pelvis  
G. Cystoscopy with retrograde pyelography  
H. Abdominal X-ray to evaluate for nephrolithiasis  
I. Intravenous pyelogram  
J. Renal radiograph",A,medxpert,"Physical examination reveals left flank tenderness and visible blood on perineal inspection, with no abdominal guarding."
ID0764,"Which of the following best explains the mechanism of action of the most appropriate treatment for her current condition?

A. Inhibitor of xanthine oxidase  
B. Reversible inhibition of cyclooxygenase enzymes  
C. Antagonism of interleukin-1 receptors  
D. Suppression of neutrophil chemotaxis  
E. Inhibition of transcription factors  
F. Irreversible inhibition of cyclooxygenase enzymes  
G. Stabilization of lysosomal membranes  
H. Inhibition of leukotriene synthesis  
I. Blockade of tumor necrosis factor-alpha  
J. Inhibition of microtubule polymerization",B,medxpert,"On examination, the right knee is swollen, erythematous, warm, tender to palpation, and exhibits reduced range of motion."
ID0595,"Which one of the following diagnostic tests is most appropriate to further evaluate this patient’s vision loss?

A. Serum homocysteine level measurement  
B. Retinal fluorescein angiography  
C. CT angiogram of the brain  
D. Visual evoked potential testing  
E. Transcranial Doppler ultrasound  
F. Magnetic resonance angiogram of the brain with gadolinium  
G. Electroretinography  
H. Dilated ophthalmoscopy  
I. Echocardiography with bubble study  
J. Carotid Doppler ultrasound",J,medxpert,"A 60-year-old man with a history of hypertension, type 2 diabetes, and stage 4 chronic kidney disease reports that he completely lost vision in his right eye shortly after waking up this morning."
ID0846,"What Would You Do Next?

A: Repeat blood cultures and start antibiotics  
B: Repeat lumbar puncture with cerebrospinal fluid studies  
C: Order anti-GQ1b antibody and start intravenous immune globulin  
D: Start intravenous corticosteroids",C,jama,"Repeat magnetic resonance imaging demonstrated diffuse enhancement of the lower thoracic and cauda equina nerve roots and enhancement of the left oculomotor nerve (Figure).Magnetic resonance imaging of the spine (A) showing diffuse enhancement of the lower thoracic and equina nerve roots and of the brain (B) showing asymmetric enhancement of the left oculomotor nerve (arrowhead).Order anti-GQ1b antibody and start intravenous immune globulin The patient was discharged 3 days later following improvement in lethargy and gait with a diagnosis of acute cerebellar ataxia.When she presented to ophthalmology for 1-week follow-up, her visual acuity was central, steady, and maintained in both eyes Bloodwork revealed leukocytosis and an elevated erythrocyte sedimentation rate; cultures remained without growth."
ID0577,"What Is Your Diagnosis?

A: Squamous cell carcinoma  
B: Basal cell carcinoma  
C: Melanoma  
D: Merkel cell carcinoma",C,jama,"On physical examination, there was a 24 × 15-cm fungating, necrotic, and ulcerated left shoulder mass (Figure 1A) Brain magnetic resonance imaging was negative for intracranial metastasis.A, Left shoulder giant fungating mass in a 46-year-old man ."
ID1888,"Which histopathologic finding in the ovary is most consistent with this clinical presentation?

A. Irregularly narrowed tubules with papillary branching  
B. Granulosa cells arranged in a Call-Exner body pattern  
C. Uniformly small, round cells with scant cytoplasm  
D. Mucin-filled glandular structures  
E. Spindle-shaped fibroblast bundle  
F. Sheets of large, pleomorphic cells with necrosis  
G. Signet-ring cells within glandular tissue  
H. Thecal cell hyperplasia  
I. Psammoma bodies surrounded by serous epithelium  
J. Lipid-laden stromal cells",E,medxpert,A 57-year-old postmenopausal woman presents to the clinic with several weeks of vague abdominal discomfort.
ID1957,"Which of the following statements is correct regarding this condition?  

A. The condition shows complete penetrance in female carriers  
B. This disease is characterized by B cell maturation problem resulting in B cell adherence  
C. Symptoms rarely start before 2 years of age  
D. The condition shows sporadic mutations in 80% of cases  
E. This diagnosis account for the most common primary immune-deficiencies, almost 50% of them  
F. This disease primarily affects the innate immune system  
G. T-cell dysfunction is the primary immunological defect  
H. This is an autosomal dominant disease  
I. Neutrophil dysfunction is the main pathological finding  
J. The condition primarily affects the complement system",E,medxpert,A male infant presents for his one-year checkup with a significant medical history.
ID1773,"Which cancer type most likely explains this clinical presentation?

A. Small-cell lung cancer  
B. Squamous-cell carcinoma of the lung  
C. Adenosquamous carcinoma  
D. Mesothelioma  
E. Mucoepidermoid carcinoma  
F. Non-small cell lung cancer, NOS  
G. Large-cell lung cancer  
H. Pleomorphic carcinoma  
I. Adenocarcinoma of the lung  
J. Bronchial carcinoid tumor",B,medxpert,"| Parathyroid hormone (pg/mL) | 3 | 10–60 | A woman, aged 82, is evaluated at the clinic after her spouse notes several days of disorientation and failure to recognize him, despite normal cognition one week prior."
ID1758,"Based on this diagnosis, where is the most likely location of a discrete area of tenderness in this patient?

A. Right lateral thigh and posterior to the iliotibial band  
B. Distal left tibia  
C. Left lower rib cage  
D. Lumbosacral spine  
E. Right proximal humerus  
F. Midshaft of the left femur  
G. Proximal left femur  
H. Left ischial tuberosity  
I. Right iliac crest  
J. Left greater trochanter",F,medxpert,A 66-year-old man is evaluated for a 9-month history of altered bowel habits and recent blood in his stool.
ID1841,"What Would You Do Next?

A: Obtain MRI of the left shoulder  
B: Order serum tumor marker testing  
C: Orthopedic surgery evaluation for shoulder replacement surgery  
D: Perform an urgent left shoulder joint aspiration",A,jama,"On physical examination, he had mild tenderness to palpation and reduced range of motion of the left shoulder with abduction and flexion limited to 120° (normal range of motion, 180°)."
ID1074,"Which of the following is the most appropriate initial antibiotic regimen for this patient?

A. Ampicillin, cefotaxime, and acyclovir  
B. Ceftriaxone and gentamicin  
C. Ampicillin, vancomycin, and gentamicin  
D. Ampicillin, gentamicin, and cefotaxime  
E. Ampicillin and ceftriaxone  
F. Ampicillin and meropenem  
G. Vancomycin and ceftriaxone  
H. Vancomycin, ampicillin, and cefotaxime  
I. Vancomycin, gentamicin, and ceftriaxone  
J. Vancomycin, cefotaxime, and acyclovir",D,medxpert,Gram stain results of the cerebrospinal fluid are pending.
ID0293,"Which one of the following endotracheal tubes is most appropriate to use on the initial intubation attempt in this patient?

A. 4.5-mm cuffed endotracheal tube  
B. 3.5-mm cuffed endotracheal tube  
C. 4.5-mm uncuffed endotracheal tube  
D. 3.0-mm cuffed endotracheal tube  
E. 3.0-mm reinforced endotracheal tube  
F. 4.0-mm uncuffed endotracheal tube  
G. 3.0-mm uncuffed endotracheal tube  
H. 4.0-mm cuffed endotracheal tube  
I. 2.5-mm cuffed endotracheal tube  
J. 3.5-mm uncuffed endotracheal tube",B,medxpert,A decision is made to intubate the patient and place him on mechanical ventilation.
ID0574,"What is the most accurate diagnosis?

A. T2-8 NSRRR  
B. T2-8 ESRRR  
C. T2-8 FSRRL  
D. T2-8 FSLRR  
E. T2-8 NSRLL  
F. T2-8 ESRRL  
G. T2-8 FSRRR  
H. T2-8 NSLRR  
I. T2-8 NSRRL  
J. T2-8 ESLRR",H,medxpert,These findings remain consistent during both flexion and extension movements.
ID0137,"What is the most appropriate treatment for this patient’s condition?

A. Betahistine  
B. Diuretic therapy  
C. Epley maneuver  
D. Low-salt diet  
E. Corticosteroid therapy  
F. CN VIII ablation  
G. Gentamicin intratympanic injection  
H. Meclizine  
I. Vestibular rehabilitation therapy  
J. Endolymphatic sac decompression",D,medxpert,"Initially, he experienced episodes of ""unsteadiness,"" which have progressed to a sensation of ""spinning."""
ID0717,"Among the following measures of central tendency and dispersion, which statistical measure would be least affected by outliers?

A. Standard Deviation  
B. Mode  
C. Variance  
D. Geometric Mean  
E. Mean  
F. Interquartile Range  
G. Standard deviation  
H. Root Mean Square  
I. Harmonic Mean  
J. Median",B,medxpert,The authors noted that this result might be attributed to a single outlier case where the foot deformity remained uncorrected at study completion.
ID1066,"Which treatment approach would be most appropriate for managing her spinal deformity?

A. Combined anterior and posterior spinal fusion  
B. Posterior spinal fusion with instrumentation  
C. Fixation with telescoping rods  
D. Growth-friendly instrumentation without fusion  
E. Physical therapy and postural exercises alone  
F. Observation with radiographic monitoring every 6 months  
G. Custom-molded bracing with serial radiographic and clinical monitoring.  
H. Cast treatment with serial changes  
I. Vertebral body tethering  
J. Schroth method therapy with bracing",B,medxpert,The condition was initially noticed by her mother one year ago.
