Origin,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,index,Problem ID,Duration,Labeling state,User ID ,ID,centaur_question,sentence_number,answer,data_source,Match
ID0601,not relevant,low relevance,low relevance,low relevance,not relevant,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,1575.0,25262467.0,160.531,Labeled,579505.0,ID0601,"### Step 1: Read excerpt
1. A 32-year-old man presents to the emergency department with pain upon defecation.
2. His symptoms started a few weeks ago but have been worsening.
3. Sometimes he notes blood on the toilet paper.
4. He has to strain to have bowel movements and has trouble defecating secondary to pain.
5. He is generally healthy and does not smoke.
6. The patient is a software engineer and enjoys hiking, going to nightclubs, and dancing.
7. His temperature is 98.1°F (36.7°C), blood pressure is 112/83 mmHg, pulse is 83/min, respirations are 13/min, and oxygen saturation is 98% on room air.
8. Physical exam reveals a small, superficial fissure that is lateral to the anus and lateral to the midline.

### Step 2: Answer QA Details
Which of the following is the most appropriate management for this patient?

A. Testing for HIV, fecal occult blood, and sexually transmitted diseases  
B. CT scan of the abdomen and pelvis  
C. Surgical excision  
D. Topical lidocaine, sitz baths, and fiber supplements  

### Step 3: Determine sentence relevance
1. A 32-year-old man presents to the emergency department with pain upon defecation.
2. His symptoms started a few weeks ago but have been worsening.
3. Sometimes he notes blood on the toilet paper.
4. He has to strain to have bowel movements and has trouble defecating secondary to pain.
5. He is generally healthy and does not smoke.
6. The patient is a software engineer and enjoys hiking, going to nightclubs, and dancing.
7. His temperature is 98.1°F (36.7°C), blood pressure is 112/83 mmHg, pulse is 83/min, respirations are 13/min, and oxygen saturation is 98% on room air.
8. Physical exam reveals a small, superficial fissure that is lateral to the anus and lateral to the midline.",8.0,A,medbullets,True
ID0603,low relevance,low relevance,low relevance,high relevance,low relevance,high relevance,high relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,1570.0,25262465.0,240.517,Labeled,579474.0,ID0603,"**Step 1: Read excerpt**

1. A Japanese man in his 50s presented with a 6-month history of worsening pruritic hand dermatitis that progressed to involve his face, trunk, upper extremities, and feet.
2. He had emigrated from Japan more than 10 years earlier but had no history of recent travel.
3. He took no medications, had no significant medical or surgical history, and denied personal and family history of atopy.
4. While he worked as a biomedical researcher, he denied any caustic exposures.
5. On physical examination, his face, trunk, upper extremities, palms, and soles were marked by 1- to 2-mm erythematous papules and pustules coalescing into large, partially indurated and polycyclic plaques with centrifugal extension and occasional central clearing (Figure, A and B).
6. Treatment with potent topical corticosteroids was ineffective.
7. Punch biopsies of lesions on the shoulder (Figure, C) and foot (Figure, D) were performed.A, Annular erythematous plaque studded with papules and pustules on the cheek and temple.
8. B, Erythematous plaques studded with papules and pustules on the shoulder.
9. C and D, Lesional specimens under hematoxylin-eosin stain taken from the shoulder (C, original magnification ×400) and plantar foot (D, original magnification ×40).

**Step 2: Answer QA Details**

What Is Your Diagnosis?

A: Folliculotropic mycosis fungoides  
B: Papulopustular rosacea  
C: Eosinophilic pustular folliculitis  
D: Majocchi granuloma  

**Step 3: Determine sentence relevance**

1. A Japanese man in his 50s presented with a 6-month history of worsening pruritic hand dermatitis that progressed to involve his face, trunk, upper extremities, and feet.
2. He had emigrated from Japan more than 10 years earlier but had no history of recent travel.
3. He took no medications, had no significant medical or surgical history, and denied personal and family history of atopy.
4. While he worked as a biomedical researcher, he denied any caustic exposures.
5. On physical examination, his face, trunk, upper extremities, palms, and soles were marked by 1- to 2-mm erythematous papules and pustules coalescing into large, partially indurated and polycyclic plaques with centrifugal extension and occasional central clearing (Figure, A and B).
6. Treatment with potent topical corticosteroids was ineffective.
7. Punch biopsies of lesions on the shoulder (Figure, C) and foot (Figure, D) were performed.A, Annular erythematous plaque studded with papules and pustules on the cheek and temple.
8. B, Erythematous plaques studded with papules and pustules on the shoulder.
9. C and D, Lesional specimens under hematoxylin-eosin stain taken from the shoulder (C, original magnification ×400) and plantar foot (D, original magnification ×40).",9.0,C,jama,True
ID0605,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,1563.0,25262463.0,319.935,Labeled,579501.0,ID0605,"### Step 1: Read excerpt
1. A 34-year-old G1P1 woman at 36 weeks of gestation attends a routine prenatal visit with no specific complaints.
2. Her medical history includes mild asthma controlled with a rescue albuterol inhaler and a large submucosal uterine leiomyoma surgically removed via open myomectomy two years ago.
3. She has received regular prenatal care but missed some appointments during the second trimester.
4. Her temperature is 99.0°F (37.2°C), blood pressure is 136/79 mmHg, pulse is 91/min, and respirations are 18/min.
5. She experiences mild shortness of breath while speaking, but no crackles or wheezing are noted on lung examination.
6. A grade 2/6 systolic flow murmur is present on cardiac examination.
7. The uterine fundal height measures 36 cm, and fetal heart rate is 150 beats/min by Doppler.
8. The patient reports occasional contractions over the past week without fluid leakage.

### Step 2: Answer QA Details
What is the most appropriate next step in managing this patient?

A. Perform a biophysical profile to assess fetal well-being  
B. Induce labor with oxytocin infusion  
C. Perform an amniocentesis to assess fetal lung maturity  
D. Administer corticosteroids to promote fetal lung development  
E. Continue with routine prenatal care while awaiting spontaneous labor  
F. Schedule an elective cesarean section at 39 weeks gestation  
G. Perform a trial of labor despite prior uterine surgery  
H. Initiate magnesium sulfate for neuroprotection  

### Step 3: Determine sentence relevance
1. A 34-year-old G1P1 woman at 36 weeks of gestation attends a routine prenatal visit with no specific complaints.
2. Her medical history includes mild asthma controlled with a rescue albuterol inhaler and a large submucosal uterine leiomyoma surgically removed via open myomectomy two years ago.
3. She has received regular prenatal care but missed some appointments during the second trimester.
4. Her temperature is 99.0°F (37.2°C), blood pressure is 136/79 mmHg, pulse is 91/min, and respirations are 18/min.
5. She experiences mild shortness of breath while speaking, but no crackles or wheezing are noted on lung examination.
6. A grade 2/6 systolic flow murmur is present on cardiac examination.
7. The uterine fundal height measures 36 cm, and fetal heart rate is 150 beats/min by Doppler.
8. The patient reports occasional contractions over the past week without fluid leakage.",8.0,E,medxpert,True
ID0618,low relevance,not relevant,high relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,1525.0,25262450.0,219.557,Labeled,579918.0,ID0618,"Step 1: Read excerpt  
1. A 14-year-old girl is brought to the physician after her mother learned that she began having sexual intercourse with various partners 1 month ago.  
2. She does not use condoms or other contraception.  
3. The mother is concerned about her behavior.  
4. The patient's parents separated 3 months ago.  
5. She had been an honor student and excelled in sports and leadership positions at school before the separation.  
6. Since the separation, however, she has become sullen, defiant, and rebellious.  
7. She has begun smoking cigarettes, disobeying her curfew, and being truant from school.  

Step 2: Answer QA Details  
This patient is most likely using which of the following defense mechanisms?  
A. Acting out  
B. Displacement  
C. Projection  
D. Reaction formation  

Step 3: Determine sentence relevance  
1. A 14-year-old girl is brought to the physician after her mother learned that she began having sexual intercourse with various partners 1 month ago.  
